created_at,username/id_user,full_text,like_count,quote_count,reply_count,retweet_count,tweet_url,Media,label_sentimen
Mon May 26 15:08:13 +0000 2025,3168825950,@natacantiik maw ^___^ bungkus aja akunya gpp :D #kaburajadulu ,0,0,0,0,https://x.com/undefined/status/1927018946458210442,X,1
Mon May 26 15:07:53 +0000 2025,432196645,Anir ga bagus ni buat yg plan #kaburajadulu ke sg https://t.co/GH8WVcoEkY,0,0,0,0,https://x.com/undefined/status/1927018860890189960,X,-1
Mon May 26 14:08:28 +0000 2025,1489917987544973312,@nutcllaa Antara ikut whv atau ambil visa student (belajar lagi) opsi paling memungkinkan saat ini kalau mau #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1927003909639274732,X,0
Mon May 26 13:37:32 +0000 2025,1813058344606937088,@iensclass @kogoromilenial @daasjerling @sharrisjorge @ilhampid Intrnational undergraduate program 2 taun disini 2 taun di LN enak buat yang mau #kaburajadulu,9,0,1,0,https://x.com/undefined/status/1926996123840872816,X,1
Mon May 26 13:26:17 +0000 2025,3268572218,@vvupkiem Asik banget. Jadi ini ya alasan kamu #kaburajadulu,0,0,1,0,https://x.com/undefined/status/1926993294199795833,X,1
Mon May 26 12:54:23 +0000 2025,924598932243546112,@DakotaGeorgy Saya kira tergantung tujuannya di luar negeri kalau misalnya untuk mengembangkan sesuatu yang buruk dan tidak memungkinkan di Indonesia (seperti penelitian riset teknologi dll) atau karena menjadi korban diskriminasi selama di Indonesia maka #Kaburajadulu menjadi pilihan.,0,0,0,0,https://x.com/undefined/status/1926985262980067799,X,0
Mon May 26 12:48:49 +0000 2025,1646214995615809536,Membaca ini serasa ingin #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1926983865446367664,X,1
Mon May 26 11:56:54 +0000 2025,3143103589,@viachandesu Balas dia kakk @fortuneandrich belio pengen segera #kaburajadulu,0,0,1,0,https://x.com/undefined/status/1926970796804583899,X,0
Mon May 26 10:58:17 +0000 2025,741578224858206208,#KaburAjaDulu ke dunia game! Top up Diamonds Credits &amp; Voucher di https://t.co/inmiIPKoM7 Aman &amp; cepat Hitungan detik! Admin 24/7 Jangan tunggu musuh makin GG! #10YearsToForeverSVT #LazadaPestaGajian https://t.co/KwF08CqKrr,0,0,0,0,https://x.com/undefined/status/1926956046087520343,X,0
Mon May 26 10:54:54 +0000 2025,1882069508300697600,@tanyarlfes Kalo ada kesempatan ke luar negeri (should be trusted ya please hati-hati) mending #kaburajadulu nder,0,0,0,0,https://x.com/undefined/status/1926955197806379105,X,1
Mon May 26 10:48:06 +0000 2025,1717067783165620224,masi mau #kaburajadulu ? Ya gpp sih ntar juga balik lagi ,6,0,1,4,https://x.com/undefined/status/1926953483497832737,X,0
Mon May 26 10:38:06 +0000 2025,1649014787152699392,@aushinammon sudah saatnya kita #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926950968811262185,X,1
Mon May 26 10:15:06 +0000 2025,27846404,Dari Xabi Alonso ke Erik Ten Hag. Bakal gimana nasib Bayer Leverkusen? In this economy kok bisa sih doi cepet dapet kerja yaa? Ini tuh ngikutin tren McTominay dkk yang #kaburajadulu yak? #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #ERIKTENHAG https://t.co/F64IPehoCy,8,0,2,0,https://x.com/undefined/status/1926945180797587896,X,-1
Mon May 26 10:00:07 +0000 2025,1462357150433382400,Siap kuliah di Madrid?! Kampus bergengsi lifestyle seru lingkungan multikultural plus peluang magang internasional menantimu! #HelloCation #KaburAjaDulu #Spanyol https://t.co/kaFugeEwis,0,0,1,0,https://x.com/undefined/status/1926941409245831416,X,0
Mon May 26 09:40:41 +0000 2025,1042427034327121920,@manggarummanis Apply lowongan ke Jepang cepattt #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926936519299805571,X,1
Mon May 26 09:20:23 +0000 2025,1111642101089894400,@yvesbintaro Memang saatnya #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1926931410855526503,X,1
Mon May 26 09:07:40 +0000 2025,2377084218,aneh ya merasa ngegaji padahal kenyataannya diperah kabur dari peternakan ini masuk diakal sih. #bukanbostapiternak #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926928208919666838,X,-1
Mon May 26 08:57:04 +0000 2025,1564645905391042560,@petitestardust #kaburajadulu emg udh paling bener ini negara dari segala sektor gak ada yg beres maling semua ,2,0,0,0,https://x.com/undefined/status/1926925542210634003,X,-1
Mon May 26 07:56:14 +0000 2025,935876090437951488,1 kg beras do jepang = 100 ribu rupiah jangan asal #kaburajadulu https://t.co/1t2qXbQJMH,1,0,0,0,https://x.com/undefined/status/1926910234548699292,X,-1
Mon May 26 07:07:44 +0000 2025,744584414072430592,Ya Allah makasih banyak :) Really i'm going to japan #kaburajadulu https://t.co/h95RjWupq2,4,0,4,0,https://x.com/undefined/status/1926898027760894098,X,1
Mon May 26 06:16:34 +0000 2025,494788885,#HariHancur baru sadar tagihan adobe cc student naik dari 119k ke 190k :( #kursjelek #kaburajadulu,1,0,2,0,https://x.com/undefined/status/1926885149771276751,X,-1
Mon May 26 05:23:53 +0000 2025,1885975440101457920,Aku emang pernah koar2 #kaburajadulu tapi mah niatnya buat ngebanter doang. ,0,0,0,0,https://x.com/undefined/status/1926871892847128824,X,0
Mon May 26 04:35:33 +0000 2025,1808816352872050688,tendang gw plissss semakin yakin buat #kaburajadulu,0,0,2,0,https://x.com/undefined/status/1926859730330309061,X,1
Mon May 26 04:17:40 +0000 2025,1619716861,#KaburAjaDulu liga kita emg waheehwoh,0,0,0,0,https://x.com/undefined/status/1926855230605451457,X,0
Mon May 26 04:02:50 +0000 2025,1329636159970889728,Ikutan #KaburAjaDulu Ini 9 Negara yang Paling Ramah untuk Kamu sebagai Pelajar Internasional https://t.co/9A3BstUenI,0,0,0,0,https://x.com/undefined/status/1926851496521400334,X,0
Mon May 26 02:55:20 +0000 2025,1453563764603719680,Gen Z Indonesia di luar negeri banyak yang tetap kirim oleh-oleh buka warung kecil bahkan bangun platform buat bantu brand lokal dari jauh. Pindah negara bukan berarti lupa darimana kita berasal. #DiasporaIndonesia #GenZ #Kaburajadulu #masterbagasi #crossborderecommerce,0,0,0,0,https://x.com/undefined/status/1926834509875470599,X,0
Mon May 26 01:56:40 +0000 2025,1515680889488826368,Sarapan nasi megono + teri + kikil + tempe goreng = 10rb Skip #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1926819747267580158,X,0
Mon May 26 01:43:35 +0000 2025,576755999,@kangdede78 @maureen_hdc Sampai pada hasil bahwa ijazahnya asli masih saja meraung-raung yang cerdas yang #kaburajadulu https://t.co/lrxmHeMG9P,8,0,1,0,https://x.com/undefined/status/1926816453723894208,X,-1
Sun May 25 23:11:43 +0000 2025,1704826213842481152,Menteri di Jepang bicara selalu di kasih beras di protes mundur dr jabatan. Di RI Pejabatnya MALING Gusur Rakyat malah maunya jadi pejabat terus dgn segala cara. Memang di RI itu PEJABAT HANYA PUNYA KEMALUAN TAPI TDK PUNYA MALU #UGMGelap #KaburAjaDulu https://t.co/gsZfEFbH6F,0,0,0,0,https://x.com/undefined/status/1926778233380274659,X,-1
Sun May 25 18:29:02 +0000 2025,98248111,Masih penasaran pengen nyoba #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1926707095694450936,X,0
Sun May 25 16:32:29 +0000 2025,2932035781,mau pamer bentar nih jo #KaburAjaDulu ga sih? https://t.co/1Eofs8y3zf,1,0,0,0,https://x.com/undefined/status/1926677763433374180,X,0
Sun May 25 15:38:20 +0000 2025,1585169117799383040,prepare buat #kaburajadulu wml gusy https://t.co/xGlgklZuZi,0,0,0,0,https://x.com/undefined/status/1926664136710049832,X,0
Sun May 25 15:13:44 +0000 2025,432196645,@MrOngDedy Iya buat modal #kaburajadulu,1,0,0,0,https://x.com/undefined/status/1926657946907296032,X,1
Sun May 25 13:49:32 +0000 2025,1161293586874404864,Besok adek aku berangkat emang ya gen z dan semangat #kaburajadulu,0,0,1,0,https://x.com/undefined/status/1926636754078937378,X,1
Sun May 25 13:39:04 +0000 2025,1680556332653613056,@kmyeeerim Saatnya #KaburAjaDulu,0,0,1,0,https://x.com/undefined/status/1926634121582768284,X,1
Sun May 25 13:31:19 +0000 2025,1458741175997718528,Ingfokan loker luar negeri nya lur garis keras #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926632171042693547,X,0
Sun May 25 13:07:39 +0000 2025,2978011873,@epicentri apa close dm yak gw...... #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926626214015340753,X,0
Sun May 25 12:46:58 +0000 2025,1736868075704844288,@B4n6_H4n5 bisa ikut2an #KaburAjaDulu gak tuh?!?,0,0,0,0,https://x.com/undefined/status/1926621010637279589,X,0
Sun May 25 12:45:46 +0000 2025,1344467920366104576,@pzayne by ingat km tinggal di negara yang dipimpin oleh Prabowo dan Gibran. uang akan menyelamatkan mu dari pemerintahan sampah ini dengan cara #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926620707888238646,X,-1
Sun May 25 11:47:12 +0000 2025,1759954297234616320,softboy gue mau #KaburAjaDulu GUE MAU IKUT ,0,0,0,0,https://x.com/undefined/status/1926605969670152689,X,1
Sun May 25 11:02:18 +0000 2025,1149217804215652352,@renoviae Selangkah menuju #kaburajadulu,0,0,1,0,https://x.com/undefined/status/1926594670194209025,X,1
Sun May 25 10:10:09 +0000 2025,1541610213987725312,@paledungee mending ikut #kaburajadulu ke rumah tetangga,0,0,1,0,https://x.com/undefined/status/1926581547672514820,X,1
Sun May 25 09:48:17 +0000 2025,1486134656106115072,setelah lo nntn ini lo bakalan sadar #kaburajadulu itu bukan ga nasionalisme,0,0,1,0,https://x.com/undefined/status/1926576045609648341,X,-1
Sun May 25 09:28:16 +0000 2025,1308565994852417536,@cuamaiy @biniminiz @bakejunhyuk @chuyucute @loveidid gw bisa pindah #KaburAjaDulu,0,0,1,0,https://x.com/undefined/status/1926571008237957612,X,0
Sun May 25 08:13:20 +0000 2025,1468705399809347584,@therahmalogy Mana yang teriak #kaburajadulu nih.,0,0,1,0,https://x.com/undefined/status/1926552147652465136,X,0
Sun May 25 07:59:18 +0000 2025,1265413994874953728,Bandung memang wilayahnya masih asri Jakarta transumnya banyak dan mudah diakses but kalo financial stabilmah mending #kaburajadulu ke LN,0,0,0,0,https://x.com/undefined/status/1926548617076060433,X,-1
Sun May 25 04:36:50 +0000 2025,1909399607907586048,@tanyarlfes Lpk aja #kaburajadulu . Joke aside kalo setelah kuliah ada pekerjaan yg bisa diterima setelah lulus enak tuh kuliah. Tapi kalo nggak lpk bagus juga soalnya kalo cewe ga sesulit itu tes fisiknya ( dibanding cowo ). Oia kalo kamu biasa belajar bahasa lain lebih enak.,12,0,0,0,https://x.com/undefined/status/1926497663593201805,X,0
Sun May 25 01:38:26 +0000 2025,217376888,@abu_waras Mau #kaburajadulu nggada modal juga...... apes deh! ,1,0,0,0,https://x.com/undefined/status/1926452768581030291,X,-1
Sun May 25 01:15:34 +0000 2025,1154922920,Bagi yang ingin #kaburajadulu Bekerja di Luar Negri jangan salah pilih info salah situs ini situs resmi Pemerintah BP2MI SISKOP2MI https://t.co/xYEtWtOdq9,0,0,0,0,https://x.com/undefined/status/1926447015312998586,X,0
Sun May 25 01:11:16 +0000 2025,1496919380701040640,#KaburAjaDulu tapi salah konteks,1,0,1,0,https://x.com/undefined/status/1926445931957739980,X,-1
Sun May 25 01:03:21 +0000 2025,1646214995615809536,Tidak ada ketika punya duit cukup #kaburAjaDulu,1,0,0,0,https://x.com/undefined/status/1926443940871389676,X,0
Sat May 24 23:50:05 +0000 2025,819710614620647424,@HahaHih76646514 @bangherwin Nanti dikatain penghianat kaya lupa aja kemarin #kaburajadulu,1,0,0,0,https://x.com/undefined/status/1926425501490417837,X,-1
Sat May 24 23:13:23 +0000 2025,1861700467723796480,Nama Akhmad Reza Lutfiana tgl lahir 18 februari 1998 pencur1 mobil Karimun Wagon R Hitam D 1896 SAJ nm ayh Herman Nasution (alm) nm ibv Ine Dewi Winarti #pencurimobil #polisi_indonesia #kaburajadulu #penjahatrentalmobil #pajajaran,0,0,0,0,https://x.com/undefined/status/1926416267667214846,X,0
Sat May 24 23:13:09 +0000 2025,1861700467723796480,Nama Akhmad Reza Lutfiana tgl lahir 18 februari 1998 pencur1 mobil Karimun Wagon R Hitam D 1896 SAJ nm ayh Herman Nasution (alm) nm ibv Ine Dewi Winarti Selengkapnya https://t.co/8hLTb3iJeA #pencurimobil #polisi_indonesia #kaburajadulu #penjahatrentalmobil,0,0,0,0,https://x.com/undefined/status/1926416205599949081,X,0
Sat May 24 21:49:47 +0000 2025,1605859899183099904,@MariaAlkaff_ banyak orang pintar yg milih #KaburAjaDulu karena didalam negeri tak dihargai kalah sama manusia yg punya ordal,1,0,1,0,https://x.com/undefined/status/1926395226622431690,X,-1
Sat May 24 16:46:10 +0000 2025,1650862557094379520,Dengan ini apakah mungkiinnn #kaburajadulu worth it?,0,0,0,0,https://x.com/undefined/status/1926318818516783303,X,0
Sat May 24 16:27:08 +0000 2025,298621778,Ayo ke #Indonesia dr #America belajar ke INA! selamat &amp; sukses smg yg didapat dr 🇲🇨 brmnft buat 🇺🇲 Mana suaranya pelajar muda Indonesia yg mau #KaburAjaDulu k 🇺🇲? @StateDept/@ECAatState @KLYESAbroad @yesprogramnews #KLYES #YESAbroad @binabud #PertukaranPelajar @AFS @AFSUSA,0,0,0,0,https://x.com/undefined/status/1926314028550291685,X,1
Sat May 24 16:23:22 +0000 2025,1090601976650379264,@ir9yu ya Allah kenapa aku WNI yg tidak #KaburAjaDulu ,0,0,0,0,https://x.com/undefined/status/1926313081967087673,X,-1
Sat May 24 14:45:37 +0000 2025,280298505,@MariaAlkaff_ @ZainalM_Prof @KemenkesRI Tagar #kaburajadulu kali ini pastinya membungkam mulut pejabat yang dengan enteng bilang : Kau yang gelap atau Jangan balik sekalian .,0,0,0,0,https://x.com/undefined/status/1926288481908666378,X,-1
Sat May 24 12:51:13 +0000 2025,2277021630,@OposisiCerdas Para pejabat tolol n Aparat pemeras serta Koruptor dipelihara negara .. #KaburAjaDulu #NegaraMeliteristik #IndonesiaGelap #GelapBanget #KabinetKoruptor,0,0,0,0,https://x.com/undefined/status/1926259692801495545,X,-1
Sat May 24 12:41:26 +0000 2025,1920628206123823104, Yuk Pilih Kelas TOEFL Sesuai Kebutuhanmu! Butuh fleksibilitas &amp; perhatian penuh? TOEFL Private Class jawabannya! Pre-test &amp; Post-test Konsultasi Gratis Garansi Mengulang Kelas kecil hingga private #TOEFL #IELTS #LPDP #RaihCita #Beasiswa #Kaburajadulu https://t.co/NlbiZubEX8,0,0,0,0,https://x.com/undefined/status/1926257231084802482,X,0
Sat May 24 12:35:51 +0000 2025,1513399743891660800,Karena berarti ada workflow yang nggak efisien ada komunikasi yang kurang atau ya workloadnya kebanyakan. Jadi kalau ada yg lembur pasti ditanya kok bisa? Terus dicariin solusinya. Makanya pengen banget #Kaburajadulu ke Eropa ..,0,0,0,0,https://x.com/undefined/status/1926255826550849607,X,1
Sat May 24 11:59:35 +0000 2025,240113510,Video: Culture Shock Setelah #KaburAjaDulu ke Jerman https://t.co/e25O2cfXMt,0,0,0,0,https://x.com/undefined/status/1926246700265382029,X,0
Sat May 24 11:34:08 +0000 2025,1531407358001577984,Makin menggebu-gebu pgn #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926240293663220144,X,1
Sat May 24 10:41:04 +0000 2025,1258107939434360832,@ainurohman Semakin punya niat untuk #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926226938688876673,X,1
Sat May 24 10:39:49 +0000 2025,1805234582926864384,Ada tips #KaburAjaDulu ke Monaco? Boleh di-share. Thanks.,1,0,0,0,https://x.com/undefined/status/1926226625353359666,X,0
Sat May 24 10:24:04 +0000 2025,268116807,Warung Kupi Benar bukan berarti tidak salah salah bukan berarti tidak benar. Sudah berlarut² &amp; abai mendekati puncak gunung es. #kaburajadulu https://t.co/DsqIJGE1Ej,0,0,0,0,https://x.com/undefined/status/1926222661203447937,X,-1
Sat May 24 10:12:50 +0000 2025,1258647786888650752,berhasil #KaburAjaDulu walopun waktunya melesat jauh bcs ngurus visanya zzuperrrrrr ribet https://t.co/JbXWd4pGFl,0,0,0,0,https://x.com/undefined/status/1926219832896160015,X,1
Sat May 24 09:21:41 +0000 2025,246398684,@LutfiHidayatR @fauzanrindra Jujur gw juga beruntung semua usaha #KaburAjaDulu kandas pas itu. Lebih baik pandemi di negeri sendiri. Tapi tetep sih gw gak ada secercah harapan waktu itu. Semua hal gw anggep negatif tanpa denial wkwk,0,0,2,0,https://x.com/undefined/status/1926206960614985858,X,-1
Sat May 24 09:05:05 +0000 2025,1396961356989943808,#kaburajadulu mauuuu pake ini,0,0,0,0,https://x.com/undefined/status/1926202783738298852,X,1
Sat May 24 08:43:53 +0000 2025,285998148,Karena gue pernah di Bandung dan sekarang di Jakpus tapi belum stabil amat finansial Kalo di Bandung kebantu gausah mikir kost sama makan. Tapi transport kayak motor diisi bensin + perawatannya. Kalo di Jakarta ya kebalikan nya. Alias ya finansial stabil mending #KaburAjaDulu,0,0,1,0,https://x.com/undefined/status/1926197448717779440,X,1
Sat May 24 08:07:05 +0000 2025,107670169,Lebih baik #KaburAjaDulu selamatkan diri masing2 ️,1,0,0,0,https://x.com/undefined/status/1926188188684443932,X,1
Sat May 24 07:14:43 +0000 2025,1408263934793064448,Astaghfirullah gini amat jadi warga Indonesia gak heran pada pengen #KaburAjaDulu ,0,0,0,0,https://x.com/undefined/status/1926175009107521963,X,-1
Sat May 24 06:29:57 +0000 2025,1445921722494902272,apakah ini saatnya gue #KaburAjaDulu https://t.co/NbfM6j3dbG,0,0,0,0,https://x.com/undefined/status/1926163742737277162,X,0
Sat May 24 06:28:48 +0000 2025,139762728,@catsbutanything Pindah. #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1926163453695131895,X,0
Sat May 24 06:24:02 +0000 2025,960326844,@ilhamnug12 Udah #kaburajadulu endingnya malah balik kesini ,0,0,0,0,https://x.com/undefined/status/1926162254413615125,X,-1
Sat May 24 06:18:52 +0000 2025,1875482146217086976,Pendaftaran program bahasa mandarin intake Sep 2025 tutup akhir bulan Juni yaa #kuliah #programbahasa #agen #china #mandarin #chinese #china #tiongkok #kaburajadulu https://t.co/srHEitKEiO,4,0,0,2,https://x.com/undefined/status/1926160955265650761,X,0
Sat May 24 06:16:09 +0000 2025,1875482146217086976,Kalau teman teman tertarik bisa ya langsung daftar program bahasa mandarin untuk intake sep 2025 *Pendaftaran tutup akhir bulan Juni* #Beasiswa #Programbahasa #mandarin #programbahasamandarin #kuliah #china #kaburajadulu #tiongkok #zonauang #agen,1,0,0,0,https://x.com/undefined/status/1926160271623492006,X,0
Sat May 24 05:01:09 +0000 2025,1892455076238938112,Yuk daftar pelatihan kerja ke Jepang melalui Program TG &amp; Ginjinkoku Visa di Megumi Center sekarang juga! Kesempatan emas untuk kerja dan belajar budaya Jepang! ~~ Yuk Segera Hubungi Kami ! : Whatsapp/Tlp : 0811-1683-110 Web : https://t.co/a4m88QrRDf ~~ #kaburajadulu https://t.co/EHbib8ga7Z,1,0,0,0,https://x.com/undefined/status/1926141395045105832,X,1
Sat May 24 03:47:30 +0000 2025,2783746813,8/ anak muda frustrasi ️ Tak tembus kerja formal ️ Terjebak sektor informal ️ Muncul tagar #KaburAjaDulu simbol keputusasaan generasi muda,0,0,1,0,https://x.com/undefined/status/1926122860558360680,X,-1
Sat May 24 03:26:52 +0000 2025,1667164650453057536,Indonesia gak kekurangan orang-orang tolol bisa banyak gitu manusia yg iri sama negara yg warganya #KaburAjaDulu jalur pengedar narkoba,0,0,0,0,https://x.com/undefined/status/1926117669486366857,X,-1
Sat May 24 01:59:07 +0000 2025,371261655,Ayooo pemain lokal hijrah ke Malaysia. Liga lebih kompetitif jatah kompetisi Asia lebih banyak di ajang yg lebih bergengsi pula. Lezgo #kaburajadulu,5,0,0,1,https://x.com/undefined/status/1926095585955721723,X,1
Fri May 23 23:29:27 +0000 2025,1544445887560425472,Negeri Dagelan Rusak tatanan 10 tahun. #KaburAjaDulu pilihan rasional,0,0,0,0,https://x.com/undefined/status/1926057919440695401,X,1
Fri May 23 23:13:27 +0000 2025,1215506673298628608,duluan iyh guise #kaburajadulu https://t.co/lLuIaYuNxh,0,0,0,0,https://x.com/undefined/status/1926053896696267167,X,0
Fri May 23 21:09:51 +0000 2025,1468095820645822464,@idextratime McTominay dan Lukaku said : #kaburajadulu https://t.co/GXPlimTzE0,158,0,1,6,https://x.com/undefined/status/1926022790777327857,X,0
Fri May 23 17:18:56 +0000 2025,2459086860,Gimana 2045 ? menuju Indonesia Cerah Kepolisian dan TNI nya. Yang sekolah buat jd profesional gigit jari. Jatah kursi di institusi Parcok sek kayak dinasti politik. Yang laler ijo jg sama. Masyarakat biasa cmn bs kerja di swasta. #IndonesiaGelap #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1925964676732527082,X,-1
Fri May 23 15:54:09 +0000 2025,858096461375979520,Kaga ngarti gue kenapa org yg dijodohin atau mau dikenalin ujung2nya mrk mau ke luar atau tinggal di luar. Guenya kapan ya bisa #kaburajadulu https://t.co/Y2TDrTI16Y,0,0,2,0,https://x.com/undefined/status/1925943342975557939,X,0
Fri May 23 15:25:45 +0000 2025,777437864,#kaburajadulu masih trend ga nichh? https://t.co/406uzkFJKi,2,0,1,0,https://x.com/undefined/status/1925936193172086939,X,0
Fri May 23 14:25:10 +0000 2025,1001655194,dia bukannya belain pemerintah ya? setau gw kemaren dia nih upload video savagenya ngatain kita kita yang pada mau #kaburajadulu,0,1,0,0,https://x.com/undefined/status/1925920947992699020,X,-1
Fri May 23 14:05:39 +0000 2025,2814627505,@Strategi_Bisnis Buat apa bikin credit score bagus2 data kita kan udh kesebar dmn2 ntar cape2 bagusin credit score eh di akhir malah dipake datanya sm org buat pinjol Mending #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1925916034969608264,X,-1
Fri May 23 13:18:53 +0000 2025,1140186015119732736,@kangenmomota kita usahakan #kaburajadulu itu️,1,0,0,0,https://x.com/undefined/status/1925904268009025625,X,1
Fri May 23 13:05:19 +0000 2025,62811513,@ridwanadit Mensukung #KaburAjaDulu ala konsulat mantap,0,0,1,0,https://x.com/undefined/status/1925900851492553178,X,1
Fri May 23 12:40:18 +0000 2025,1924000217449496576,@BaseBDG jepun aja biar ada pengalaman #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1925894555372573103,X,1
Fri May 23 11:54:26 +0000 2025,1417098392216293376,@20148_ aku mau #kaburajadulu ke bkk ya melihat pacar pacarku,0,0,0,0,https://x.com/undefined/status/1925883015881777170,X,0
Fri May 23 11:31:00 +0000 2025,1527663637556789248,@BaseBDG mending ka jepang atuh #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1925877118673555778,X,1
Fri May 23 09:07:24 +0000 2025,1308678946842574848,aku dari nonton dia di law school terus ke push jadi law student dan jadi law graduate tapi endingnya malah jadi writer fokusnya bukan di law tapi cybersecurity aminin dulu semoga bisa #KaburAjaDulu ,0,0,0,0,https://x.com/undefined/status/1925840978134372767,X,1
Fri May 23 09:05:13 +0000 2025,1035525725007241216,Buat pemain Liga 1 yg takut kekurangan menit bermain mending #kaburajadulu ke MSL. Asal untung2an aja jangan sampe kena tunggakan gaji,2,0,2,0,https://x.com/undefined/status/1925840431817933077,X,-1
Thu May 22 17:31:32 +0000 2025,245341296,@Puterakelana_ @SeputarMadrid @relevo Makanya suruh #kaburajadulu Ke Getafe Schalke atau tim2 yg butuh diselamatkan atau rebuild supaya portofolionya Raul mantep,1,0,0,0,https://x.com/undefined/status/1925605461812027619,X,-1
Thu May 22 15:01:39 +0000 2025,1378874700521033728,@football_garin Gas #KaburAjaDulu jalur kuliah di LN,1,0,1,0,https://x.com/undefined/status/1925567739642663372,X,0
Thu May 22 14:57:36 +0000 2025,964311177080733696,@Lrdaniel_ Masih belum bisa #KaburAjaDulu wkwkwk,0,0,0,0,https://x.com/undefined/status/1925566721697759459,X,0
Thu May 22 14:13:38 +0000 2025,1828312784964329472,Buat fans MU #kaburajadulu #escapewithpaddypower https://t.co/Zn7M5MmE9c,0,0,0,0,https://x.com/undefined/status/1925555657853608309,X,0
Thu May 22 14:00:55 +0000 2025,278039207,INDONESIA GELAP Gelap Ekonominya Gelap Penegakan Hukumnya Gelap Keadilan Sosialnya Gelap Masa Depannya Sebanyak itu Mereka pilih #kaburajadulu Lokasi Dubai OTW Eropa @DrPullmanrogers @__AnakKolong @feroferraferri @GunRomli @SangGuru2471 @YRadianto https://t.co/B1JOyCyAOd,3,0,1,0,https://x.com/undefined/status/1925552456098095562,X,-1
Thu May 22 13:47:57 +0000 2025,533318800,@myungzjae Oalaaah ternyata gitu yaaa yaudah deh aku juga mau #KaburAjaDulu dari kamu. ,0,0,1,0,https://x.com/undefined/status/1925549195408335259,X,1
Thu May 22 13:47:47 +0000 2025,1878416492116713472,@nebulablueeee saatnya #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1925549153666699487,X,1
Thu May 22 13:39:39 +0000 2025,1485289953957654528,@viiccc89 mau praktekin #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1925547106301092166,X,0
Thu May 22 13:26:49 +0000 2025,2426092734,@hoshwi @soonynung Waaht ada Gemini genk disini guys tandanya apa? Tandanya kita wajib #KaburAjaDulu yaa ih gw udah siap dateng ke pesta ultah lu daf.. boleh gak gw req pesta ultahnya ngundang Luna Maya x Maxime? Aku ngefans banget soalnya..,0,0,1,0,https://x.com/undefined/status/1925543874140999786,X,1
Thu May 22 12:17:50 +0000 2025,1620224966116663296,@ARSIPAJA Makanya lebih baik #kaburajadulu krn pejabat2 penjilat kyk anjing.,0,0,0,0,https://x.com/undefined/status/1925526517167399398,X,-1
Thu May 22 11:59:22 +0000 2025,3029579529,@nyctopheile Udah saatnya gua hibernasi sebulan biar gak ketemu makhluk makhluk itu bjir #KaburAjaDulu.,0,0,2,1,https://x.com/undefined/status/1925521869815652445,X,1
Thu May 22 11:33:16 +0000 2025,1668094793942179840,@kopijaemjams Mau #KaburAjaDulu dia ,0,0,0,0,https://x.com/undefined/status/1925515298662490596,X,0
Thu May 22 11:06:51 +0000 2025,1668965347804975104,@BaseAnakFK Pernah denger katany klo msh mau balik jd dokter di indo mending kuliah ttp di indo soalny studi penyakitny beda kan mereka 4 musim sedangkan kita tropis tp klo bs kuliah diluar sekalian #kaburajadulu ga sih? ,0,0,0,0,https://x.com/undefined/status/1925508650954891504,X,0
Thu May 22 11:00:41 +0000 2025,187182071,@detikcom Emang bnr harusnya #kaburajadulu biar gak ikut kena azab negara ini,0,0,0,0,https://x.com/undefined/status/1925507098982719753,X,1
Thu May 22 10:58:21 +0000 2025,1149959728916619264,Ya Allah.. udah bener ini #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1925506514825166895,X,1
Thu May 22 10:21:33 +0000 2025,1923606502297960448,@satriohendri @UGMYogyakarta @SianiparRismon Kesimpulan: Kalo universitas aja tidak punya clarity tidak punya keberanian dan itikad baik untuk mengclearkan masalah lalu kalian adik-adik mahasiswa dan calon mahasiswa masih percaya kampus +62 untuk berkuliah? #simplelogic Udahlah mending kuliah di LN #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1925497251872612862,X,1
Thu May 22 10:17:00 +0000 2025,11954752,@aewin86 Sengaja kali trus ES #kaburajadulu ninggalin yg lain masuk bui ,1,0,0,0,https://x.com/undefined/status/1925496107326742809,X,-1
Thu May 22 10:00:41 +0000 2025,1770479515690766336,@AzurerDanica Mbak... ikutan mbak.. saya mau #KaburAjaDulu,0,0,1,0,https://x.com/undefined/status/1925492000746610840,X,1
