publishedAt,authorDisplayName,textDisplay,likeCount
2025-02-19T10:47:23Z,@SumMar-l2z,Udah jangan di bahas <br>Orang mau minggat kok di bahas,0
2025-02-19T10:46:22Z,@sahnuranurallahmah9874,Itu orang pendukung abah patesan mau kabur silahkan kabur tetapi jagan lagi kaliyan pijak negara Indonesia lagi kaliyan itu udah kagak bener,0
2025-02-19T10:46:19Z,@SugiantoSugianto-qy3of,Tak usah balik bang zaman perang musik penjajah anda tak pernah ikut apa jasa mau untuk negara,0
2025-02-19T10:45:45Z,@arisdewantara704,Dah g usah bnyk omong low mau kabur tinggal kabur aja ribet amat si hdp lo,0
2025-02-19T10:45:39Z,@naniknuryati9291,Yang tidak suka NKRI silahkan keluar dari Indonesia..ini milik NKRI bukan milik PKI Yaman yahudi penjajah berkedok agama,0
2025-02-19T10:45:38Z,@gendongendon131,Semakin cepet kabur bagus lah dari pada KB,0
2025-02-19T10:44:56Z,@SumMar-l2z,Cepat minggat gak balik gak usah nyusahin,0
2025-02-19T10:44:42Z,@abdulmuis2900,"Mereka yg bermental lemah ga mampu hidup di indonesis,",0
2025-02-19T10:44:10Z,@FhaniYa-jm6qz,😂😂😂😂 pindah aja semua keluar negeri…<br>Serahkan saja Indonesia ke tangan para habib habib kaum pribumi kabur saja bani Yaman akan mengambil alih tanah air Indonesia.<br>Takbir susufirzah takbir susufirzah,0
2025-02-19T10:43:57Z,@laswardi174,"Kalau kabur berarti keluarnya diam2 alias illegal dan tidak balik lagi , kabur kok pakai dulu , mungkin diksi yg tepat &quot; merantau aja dulu &quot; toh sudah banyak diaspora Indonesia di mancanegara dan mereka berkonstribusi untuk kemajuan negeri ini.",0
2025-02-19T10:43:56Z,@edi130671,"Menghina simbol negara saja di hukum ini telah keterlaluan menghina bangsa negara dan rakyat, kalau dulu antek Belanda yang jadi mata Belanda , kalau dulu di tembak saja.",0
2025-02-19T10:42:45Z,@himnyx9586,Kabur lah gak usak balik ke indonesia biar mapus kalau mati di sana di wadai ktesek aja gak usah di bawa ke indonesia lagi,0
2025-02-19T10:42:03Z,@faisfebian8026,Takut mati dinegeri  Sediri bukan jentel men Itu masih baekbos bencong,0
2025-02-19T10:42:00Z,@SlametRiyadi-nc5ss,"<b><i>Adili Megawati..!!...SBY  Anies Baswedan Buka  kembali kasus BLBI, PAW, Indosat, E-KTP, Hambalang,  Kelebihan bayar, sumur resapan, Formula E!!!</i></b>",0
2025-02-19T10:41:54Z,@bennyassagaf9122,Kabur saja tidak usah pulang pulang  sampai mati...😮,0
2025-02-19T10:40:55Z,@purwantoaja2653,Lebih baik ga usah balik lagi dan Indonesia ga butuh orang orang seperti itu,0
2025-02-19T10:39:42Z,@user-jw3sx5ey6t,Orang males pasti nga betah di indonesia,0
2025-02-19T10:36:05Z,@Juwet004,Gak balik ke Indonesia tidak apa2 dan lagi kamu gak ada manfaatnya bagi Indonesia...,0
2025-02-19T10:32:55Z,@mogawir09,Anak muda belum apa2 sudah sombong. Indonesia tidak rugi kalau kehilangan kamu. Buat apa manusia spt itu tidak mau ikut membangun. Belum apa2/ berhasil sudah koar2 tidak mau mati sebagai orang indonesia.,0
2025-02-19T10:32:26Z,@AhmadArifin-z9h,Memang  apakah  kamu dibutuhkan di indonesia ?,0
2025-02-19T10:32:11Z,@mchoirulaminudin7900,Silahkan...angkat kaki dr Indonesia... dia kira Indonesia butuh org2 macam itu,0
2025-02-19T10:32:00Z,@pittorandridha9217,Manja lemah niah jadi orang 😂😂😂,0
2025-02-19T10:31:48Z,@muktisarki4809,"Jangan pernah kembali ke Indonesia, karena tanah Indonesia haram untuk anda",0
2025-02-19T10:27:41Z,@nursyamsujatmiko4435,Kabur sana jagan balik sekalian,0
2025-02-19T10:27:09Z,@Usman-g2b9p,"Indonesia itu dipuji hampir semua negara yg menginginkan,tapi rakyatnya menderita  dansengsara,susah dan kepayahan.",0
2025-02-19T10:26:14Z,@JiarnoJiarno-h4y,Haaaaa saya pernah mendengar pendapat orang yg keliling dunia pas di tanya bagi mana kehidupan di luar negeri dia menjawab bersukurlah kita hidup di indonesia hidup di luar negeri rata rata susah ada jam malam keamanan kurang banyak di tarik pajak dll dan saya jugak melihat orang luar yg datang ke indonesia tetkejut karna keadaanya sangat baik di banding negaranya bahkan sekelas ingris dan amerika bersukurlah hidup di nkri,0
2025-02-19T10:26:07Z,@kikykiftiah7860,"Mereka kabur keluar negeri mikirnya duit banyak,  gimana klo meninggal disana? Klo jenazah a  d bawa ke Indonesia kan blm tentu bisa dn sangat mahal.. Alhamdulillah anaku kerja di Indonesia semua yg 2 PNS",0
2025-02-19T10:22:56Z,@mobajungky8550,Sempat ingin juga tetapi terganjanl restu orang tua,0
2025-02-19T10:19:59Z,@KholifahNurinsani,"Yg  mau kabur dari indonesia, kabur aja ,cuma jangan kembali lagi,,sana.  pada kabur...sook sok an anak anak bawang ti",0
2025-02-19T10:18:32Z,@peacheni0227,"Indonesia itu lebih baik daripada negara2 didunia,mati karena Allah SWT bukan karena gak makan.kabur itu konyol gak punya wawasan 😂😂😂😂",0
2025-02-19T10:16:36Z,@ridhosetia96667,Bagus lah bung klo gak balik ke indonesia klo ada apa2 di negara orang jangan minta bantu sama pemerintah,0
2025-02-19T10:14:29Z,@amninuriyah,"Aku cinta Indonesia tapi aku pingin nangis,😢",0
2025-02-19T10:14:20Z,@PakAli-i4h,"Orang yang tidak cinta Indonesia, sebaiknya keluar dari Indonesia, karena hanya bikin penuh penduduk Indonesia saja, orang yang tak ada rasa cinta PD Indonesia cuma bikin resah saja lagi pula tak ada yang menyesal kalau kamu itu keluar dari Indonesia Orang yg mau kabur itu saya yakin bukan asli etnis Indonesia.",0
2025-02-19T10:11:54Z,@nurullohnurulloh869,"Klo mau minggat ya minggat z, Indonesia tuh g butuh antek2 asing model orang nental tempe...,kabur ke yaman cocok...m😂😂😂",0
2025-02-19T10:09:18Z,@LeluckkissStyLor,Indonesia memiskin kan warganya karena korupsi..aku suka Indonesia ini harga mati..walaupun sdm rendah rata rata nya tapi inilah indonesia ku.😅,0
2025-02-19T10:08:55Z,@nuralijayadi2216,"Saya adalah rakyat indonesia pemegang kad pengenalan malaysia  dan sudah lebih 33 tahun. setiap tahun balik kampong 1 sampai 2 kali di masa depan ketika pensiun saya ingin hidup tenang di kampong lamongan ku walaupun saya dapat penghasilan 1 bulan antara rm 6000 sampai rm 11,000 ringgit malaysia",0
2025-02-19T10:07:08Z,@KahiyangAdventure,Sesulit apapun ekonomi gw.. jujur gw hanya orang kuli bangunan....... Tetap NKRI harga mati...,0
2025-02-19T10:06:20Z,@SlametTarmuji-f3w,"Makasih mas jika gak balik ke indo,indo gak butuh kamu,muda- mudi yang lain masih banyak",0
2025-02-19T10:05:41Z,@balibenoa4352,Iya kalian kalian kalian penganut kebebasan pas klu di luar aja sana,0
2025-02-19T10:04:12Z,@herlinaanshori3978,Pergilah yang mau pergi... Hitung2 ngurangin saingan bagi yang memilih hujan batu dii negeri sendri... Tapi pergilah baik2.. Tidak mau membela bangsa jangan pula merendahkannya... Mau jadi warga negara manapun... Bangsa ini akan tetap disebut sebagai asal keturunanmu,0
2025-02-19T10:01:48Z,@MauraAninditafasya,Ucapan seperti ini cuma orang bodoh orang bule aja pingin tinggal di indonesia.kabur.dulu bukan solusi terbaik saya sendiri hidup di negara orang selama 15 THN itu yang saya rasakan masih enak tinggal di tanah kelahiran sendiri hidup damei ayem tentrem apalagi udah punyak kerjaan .itu yang saya rasakan,0
2025-02-19T10:01:35Z,@fabrianazila9694,Kabur aja sono,0
2025-02-19T09:55:49Z,@ikadeksusila7929,Bila perlu jangan pulang ke indonesia,0
2025-02-19T09:55:09Z,@roichatuljannah6780,"Ya kalau urusannya kepentingan pribadi ya , mereka ringan aja kabur, beda dengan org yg merasa memiliki negara ini yg tentu akan berjuang sebisa mungkin, sementara negara sdg sakit.",0
2025-02-19T09:54:37Z,@SitiAssaadah23,Ente manusia yang tidak Bersyukur Tinggal D Negara Indonesia ❤️🇮🇩 Yg Bikin GELAP itu Kamu sendiri 😅,0
2025-02-19T09:53:54Z,@achiks,"Gak usah balik yaaaaa , biar gak sempit",0
2025-02-19T09:51:55Z,@NanangAlesya,Bener yg kabur kabor aja sono. Nggak usah balik  balik pegi Amerika  sono. <br>Emang peduli amat. Pegi pegi sana. Klu lo nggak butuh negeri ini.,0
2025-02-19T09:51:48Z,@Reyod-j3t,"sapa yang mau pindah..kasi tau gua,surat tanah sama rumah buat gua ok. heyy.. Indonesian itu luas",0
2025-02-19T09:51:15Z,@sandiyonathan,I ❤ indonesia,0
2025-02-19T09:48:16Z,@AhmadZhamil,Kabur aja benalu negara,0
2025-02-19T09:48:12Z,@JoswyRodwin,Salam NKRI  harga mati  menurut saya biarkan saja seandainya bermasalah diluar negeri pemerintah jangan memulangkan mereka tolong aparat pemerintah kalau orang sampai sepuluh tahun diluar negeri harusnya mereka bukan warga indonesia  .apalagi orang berani bicara .enjelekkan  NkRI tolong itu dicatat siapa orangnya warga mana Tandai garis bawahi orang seperti ini tidak bisa melihat Negaranya dengan hati salam NKRI 😅😅😅😅😅😅,0
2025-02-19T09:44:32Z,@choirulriamin5607,Cermin Urip ... Allah Swt iku berikan akan Indahnya urip yg tdk dimiliki oleh negara lainnya ... Ingat urip iku onok batase ... Dunia tdk bs di prediksi dg otak manusia ... Saatnya Allah akan m&#39;berikan akan kemakmuran tuk bangsaku ... Negara tdk butuhkan benalu2 urip ... Negara butuhkan sejatinya jatidiri bangsa yg patriot ... Jgn sesali bila keadaan Indonesia jadi Cermin dari Negara2 lain ... Jayalah bangsaku Jayalah Indonesiaku ... Generasi muda sbg Emas permata hati atas MilikNya selalu tersimpan di alam Nusantara ini ... Allah Swt akan buktikan ... Indonesia akan m&#39;jadi Mecusuar dunia ... Selaras dg Cita cita Mulia pendiri bangsa ini ... Bravo bangsaku ... Bravo Indonesia ku ... Allah Swt dan doa dari seluruh rakyat Indonesia selalu m&#39;sertai ...  Aamiin 🙏🙏🙏🙏🙏,0
2025-02-19T09:40:45Z,@SayaKinggg,Ttp Indonesia.. harga tetap..,0
2025-02-19T09:38:32Z,@muhthai2958,"Merantau boleh saja sih tp jangan menjelek jelek kan negara yang kita tinggal disana dan bekerja disana dll,menurut saya sih Indonesia Negara besar.",0
2025-02-19T09:37:15Z,@PutunepadmoPadmo,"Bagiku hidup di Indonesia itu bagiku paling tenang krn saya krj di LN sudah bbrp th,istilah kabur itu mungkin cari kerja ke LN untuk bisa buka usaha kecil2an di negri sendiri",0
2025-02-19T09:36:10Z,@StefNaban,"Muka² orang yang mau tinggalkan Indonesia ini kayaknya bukan orang Indonesia asli. Wajar kalau begitu, rasa cinta tanah airnya tentu dipertanyakan...😅😅",0
2025-02-19T09:33:52Z,@bangbertus5412,"semoga saya juga bisa nyusul ke LN, mohon doanya moga kalian juga kesampaian ya",0
2025-02-19T09:33:51Z,@whoam9830,"Memang Indonesia negara korup, boro2 mensejahterakan rakyatnya, kalau ada kesempatan kerja di LN sih mau sekali, tp kerja supaya bisa sejahtera hidup di pulau kami yang luas dan tidak ada bencana, cinta dengan Indonesia, utk pejabat2 nya yg koruptor biar ajalah ada aja upahnya, yg penting pulau tempatku tinggal damai ,luas dan bebas hidup dekat dengan alam, mau mancing dimana pasti dapat ikan, mau sayur tinggal petik, tetap bisa makan walau ga ada uang",0
2025-02-19T09:31:49Z,@IbraSiswanto-qt3ky,Gk pp tong minggat sja dr sini gk penting klian msih bnyak yg cinta negri ini sampah klian,0
2025-02-19T09:30:53Z,@thegrandlord2914,Mereka ini orang orang yang sakit hati karna capresnya gagal menang. Lihat saja komentar komentarnya sarat politik.,0
2025-02-19T09:26:04Z,@sherlybernadette873,Di indo byk pajak nya dan gaji kecil 😅 capekkkkk deh,0
2025-02-19T09:24:26Z,@MbuhLah-y1c,"Semua negara punya masalah sendiri sendiri lae, mau pergi tak kembali silahkan monggo, bagiku negriku adalah surgaku",0
2025-02-19T09:23:39Z,@KetapangCity-w3c,Nanti yg pada kabur pasti akan menyesali bahwa indonesia sangat istimewa walau pun penuh permasalahan,0
2025-02-19T09:22:54Z,@haikalnuriski260,"Banyak orang di kampung gue keluar negri untuk mencari kehidupan ekonomi yang lebih baik ,,itu buktinya",0
2025-02-19T09:22:08Z,@vlsjj,"Yg disayangkan, pajak tidak digunakan untuk memperbaiki sarana dan infrastruktur kota2nya. Saya terakhir balik ke kampung halaman di Medan thn 2023, setelah lebih dr 8 thn ngak pulang.Balik kampung demi makanan2 nya 🤤  Dlm hati mikir pasti udah berubah banget ya, lebih bagus kotanya, udah 8 thn! Taunya sama aja, dr kondisi kota ga ada yg berubah samsek, malahan jalanan makin macet dgn adanya grab,  aspal masih tetap berlobang sana sini. Yg bagus cuman mall2 barunya aja😮‍💨",0
2025-02-19T09:21:55Z,@askawijaya4655,Tagar kabur aja dulu ...bentuk ketidak percayaan mada depan di bawah pimpinan prabowo,0
2025-02-19T09:21:23Z,@sumadighani-kb2xm,Kabur itu PENGECUT,0
2025-02-19T09:18:36Z,@MasKas-qi3ge,Yg mau kabu ya kabur aja tapi tolong jangan balik lagi ya bikin rungsep,0
2025-02-19T09:18:19Z,@kasmanto5896,Hati hati kalau tidak punya keahlian dan keterampilan ke luar negeri dak ada yang nolong,0
2025-02-19T09:11:45Z,@ruangtunggu3,Sejauh apapun kakiku melangkah.. tempat kembaliku hanya indonesia..,0
2025-02-19T09:07:26Z,@hendrasurya140,Bodo amat luh mau mati dimana,1
2025-02-19T09:07:18Z,@HadaHada-n3z,"Yang kabur sana jangan pulang lagi golongan pengecut munafik , dulu di jajah aja kakek buyut kita tak akan kabur mendingan mati berkalang tanah , # kabur aja dulu # golongan pengecut",0
2025-02-19T09:11:19Z,@Siapalah_aku_19,"Perlu belajar lagi kamu, ttg hidup dan kehidupan ini...",0
2025-02-19T09:06:48Z,@IgaTulang-p6v,"Cabut kewarganegaraanya dan cekal balik ke indonesia, jika balik deportasi segera",0
2025-02-19T09:05:56Z,@DeviMulyati-s5n,Iya......Sono prg keluar Dari Indonesia...jangan balik lagi ke Indonesia ya.......,0
2025-02-19T09:03:47Z,@IndraawatiIin,"NGAK BALIK KE INDO KOK NGOMONG2, MUDAH LEPAS WNI NYA DULU, MASUK WARGA NEGARA LAIN",0
2025-02-19T09:03:39Z,@PutragaraGara-b5e,Kita ga butuh kalian...,0
2025-02-19T09:01:58Z,@Jeprit116,"Ya ga usah balik ga apa&quot; hidup itu pilihan, mau netap ke luar negeri silahkan.",0
2025-02-19T09:01:48Z,@haidaain2415,"Yang mau pergi dari Indonesia silahkan, Alhamdulillah, mengu rangi kepadatan penduduk, dan tidak usah balik.",0
2025-02-19T09:00:19Z,@Aveskaleng3051,Klo sdh kena deportasi dinegara lain mau pulang kmana😂cari negara lain 😅😅,0
2025-02-19T08:58:16Z,@sugikharta847,"APAUN YANG TERJADI....AKU TETAP CINTA INDONESIA .........DAN KEMANAPAUN AKU PERGI, PASTI AKU KEMBALI KE INDONESIA LAGI.............YANG MAU KABUR,  SEGERA SAJA KABUR SANA",0
2025-02-19T08:57:57Z,@erawirdaerawirda7863,Iya udah yg ngk mau jd wrga negara indonesia..mendingan dr sekarang. Pergi..biar kita yg tinggal d Indonesia,0
2025-02-19T08:56:53Z,@rahmatslamet4923,Mingat mingat saja repot repot lo ngebacot di metsos .indonesia tidak bakalan kehilangan.orang pindah negara.silahkan kami iklas.lo pindah,0
2025-02-19T08:56:45Z,@SentotBangun,"Yg kabur gak usah kembali di indonesia,,kasih uu",0
2025-02-19T08:56:15Z,@TatyaJepara,Minggatooo,0
2025-02-19T08:55:59Z,@emieko4103,Kabur tinggal kabur kok ribut.....cari perhatian aj.,0
2025-02-19T08:53:45Z,@kursusgratisanchannel4646,Gua klo masih muda pasti pergi merantau ....cuman orang yang keluar dari sarang yang sukses...,0
2025-02-19T08:53:25Z,@AzkaMaulana-z6q,Perkuliahan lebih baik di bubar kan!!! Percuma!!!capaek2 selese kuliah cari kerja nya sangat susah!!!!,0
2025-02-19T08:53:10Z,@bagindosati6028,Pindah aja Sono....bagaimanapun negara ini saya akan hidup dan mati di negara ini.....mati aja di negara orang sekalian....nggak ada yg larang juga,0
2025-02-19T08:49:16Z,@kursusgratisanchannel4646,Bener....sejak lahir... pemerintah cuman omon²doang,0
2025-02-19T08:48:42Z,@ichwansaja351,Hanya manusia bodoh yang ga ingin tinggal di Indonesia... negara paling enak begini malah pengen tinggal di luar negeri,0
2025-02-19T08:43:01Z,@gustamayudha9828,Aku cinta Indonesia...... Selamat tinggal bagi mereka yang bangga menjadi orang asing.,0
2025-02-19T08:42:45Z,@odangsagala8816,"WAKTU REVOLUSI NENE MOYANG KITA, RELA HARTA, NYAWA, KELUARGANYA DIKORBANKAM DEMI KEMERDEKAAN, SEKARANG SUDAH DIFASILITASI NEGARA GARA GARA GAJI KECIL KABURRRR... MENGABDI KE NEGARA ASING😡",0
2025-02-19T08:42:45Z,@lindafatrinella2206,"Padahal klu mau mencoba keberuntungan di negara lain pastinya hal yang bagus sih, apalagi klu anda punya skill yg mumpuni, tidak harus buat tagar2an, segala.",0
2025-02-19T08:40:30Z,@mpsmultimedia6503,kalau nanti kena kasus dan dihukum mati jangan teriak teriak ke desamu ya,0
2025-02-19T08:37:48Z,@RoniHidayat-z1991m,Ia lu besar di indonesi.dasar ny llu bisa KY gitu di indo.klo lulahir di luar aturan ny pun lu GK bakalan sanggu,0
2025-02-19T08:35:54Z,@hernimitaher7135,"Kasihannya nich orang sampe curhat gitu dimedsos, loe ga ada masa depan diindonesia mungkin loe malas dan sombong, lah saya dgn modal ijazah dan kerja keras bisa hidup sejahtera di negri tercinta ini, saya bisa kenapa anda ngebacot ga genah dimedsos gitu, sdh kaya hidup dinegara lain ya udah nikmati bila perlu pamer bukan ngebacot doang dimedsos, orang model gini emang sebaiknya ga usah jadi WNI lagi bikin ribet.",0
2025-02-19T08:32:01Z,@IyanR-ld5nc,Hujan emas dinegeri orang hujan baru dinegeri sendiri tetap saya pilih negriku..,0
2025-02-19T08:31:16Z,@sthefano6207,Itulah generasi emas yg di pelihara.gilarsn sedikit mandek udah berulah MANJA,0
2025-02-19T08:29:42Z,@sonyputranto4610,"Ini semua karena Mulyono, bikin Indonesia tambah hancur hancuran, 2 periode sudah sangat merugikan negara Indonesia, PHK, pengangguran, stunting, harga 2 naik.....",0
2025-02-19T08:25:01Z,@sukmajaya8393,Ini karna pwmimpin urakan....menyayangi kepada pendukumgnya...saja padahal yg bukannpendukungnya  rakyatnya..juga.sungguh ironis...memang ...para pemimpin memwntingkan golonyanya saja....,0
2025-02-19T08:23:46Z,@MelatiB5no9,Indi juga ga rugi punya warga ini dan indo juga ga untung punya .warga ginj .....selama  indo punya satri berkendara NU  indo masih baik baik saja  n ga kekurangan warga ... karena santri akan tetap setia ma ibupertiwi ... jaman belanda santrilah yg ngusir belamda  makanya kyai Hasyim mengeluarkan revolusi Jihad  ngusir belanda  kehidupan santri lebih susah waktu ngusir penjajah belanda ....  klo ini Jaman penjajah org  gitu masuk  golongam penjajah hidup enak  golongan pejuang hidup susah ato golongan mata mata belanda alias pengkhianat,0
2025-02-19T08:21:23Z,@muhammadmashudi2655,Kalau mau kabur ya kabur saja....jiwa nasionalisme anda sangat tidak nampak.,0
2025-02-19T08:21:15Z,@bagussusilo8477,Pergi aja... gitu aja repot,0
2025-02-19T08:19:38Z,@EdiPurnomo-z2d,Betul kabur cari modal jaminan krjaan di Indonesia ga jelas buat rakyat miskin ...,0
2025-02-19T08:19:08Z,@Agus_S.,Setuju kabur aja dulu ke luar negeri karena pemerintah juga dzolim sama rakyatnya,0
2025-02-19T08:18:54Z,@soenaryobudhi1040,TAMPANG KETURUNAN...LEBIH BAIK NGGAK KEMBALI...EMANG GUE PEDULI AMA LOH...HIDUP MAU CARI ENAK...KELUAR AJA JANGAN KEMBALI,0
2025-02-19T08:17:47Z,@elsaaisya123,Mau pulang gak pulang terserah ente  emangnya orang indonesia cuman RAIMU DOANK,0
2025-02-19T08:17:27Z,@muhdimuhtar-j1g,Yg tidak rasa Nasionalisme go Out ..please...of Indonesia ...😂🎉😂🎉,0
2025-02-19T08:16:06Z,@Mamamiaerlina,Aku betah di indonesia .....,0
2025-02-19T08:15:53Z,@purajoko,GIDAH SONO buruan Napa.......Pulang jangan minta di Jemput yah,0
2025-02-19T08:13:45Z,@surjonoalbialbi8754,"Yang mau kabur kabur saja..mumpung masih bisa kabur,..sukur biar hidup tambah longgar..nanti kalau mau pulang ya pulang saja kalau masih bisa ..hidup adalah pilihan ..pilih saja jangan ragu..tapi ingat jangan salahkan siapapun karena itu menjadi pilihanmu..",0
2025-02-19T08:13:27Z,@mustaqimkurniawan2952,"Model2 pecundang,penghianat yg lupa dg tnh lahirnya,itu TDK perlu dicontoh sb TDK bernasionalisme n MNRT sy itu TDK baik sama sekali.❤️🇮🇩🇵🇸",0
2025-02-19T08:10:27Z,@tirtosadewo8344,Gak masalah le... Indinesia yo ora rugi le,0
2025-02-19T08:10:02Z,@jokosunarko4433,"menyimak saja,",0
2025-02-19T08:09:59Z,@ahmadrosadi2208,"Alhamdulillah kabur sono, sebagian rakyat Indonesia bersyukur kamu kabur dari NKRI,dan jangan pulang sekalian 😂😂😂😂😂 mereka orang bodoh yang gak bersyukur 😂",0
2025-02-19T08:09:30Z,@Tukangbuahh,Banyak pemain diaspora dinaturalisasi...yg ini malah pengin kabur. Yg gak punya jiwa nasionalis mending out aja semua.,0
2025-02-19T08:08:33Z,@WawanSuwandi-y2v,"Sy cinta tanah air Indonesia beserta orang2 yg dulu atau orang yg kelahirannya di tahun 90an kebawah. Karna tata karma atau akhlaknya yg baik. Tidak untuk di jaman sekarang, anak muda2nya jauh dari kata sopan terhadap terhadap yg lebih tua. Di Indonesia kalo anda banyak uang anda menjadi bak raja , walaupun anda orang asing. Krn masyarakat dan aparat di Indonesia mengutamakan uang dan ketenaran. bukan melihat kesedihan orang yg sedang menangis Krn anaknya kelaparan.",0
2025-02-19T08:06:43Z,@IRWANINDONESIA,"indonesia itu punya tongkat estafet yg disebut amanat penderitaan rakyat indonesia, bahkan the revolution of mankind, tau gak ini bro?",0
2025-02-19T08:06:00Z,@sriyono5558,Kabur aja mas ngak usah balik lg lihat muka nya aja anda bukan asli indonesia,0
2025-02-19T08:05:39Z,@NurHadi-jh5zl,"Inilah tipikal orang orang mental tempe,mental penjilat dan mental pengecut....malulah kalian sama para pendiri bangsa yg rela memberikan apapun untuk bangsa..sebagai rakyat Indonesia saya malu melihat ini..kalo kalian mau berfikir apa sih yg sudah kalian berikan ke negara indonesia tercinta ini...atau.....justru saya bersyukur dengan perginya orang orang seperti kalian..inilah cara tuhan menyelamatkan Indonesia tercinta dr orang orang munafik dan pengecut seperti kalian....INDONESIA HARGA MATI.",0
2025-02-19T08:04:36Z,@FirmanSaladin,Nggak penting juga kalian  bagi  Indonesia. Para pengecut!,0
2025-02-19T08:04:15Z,@AliKasman-h8x,"Utk orang&quot; yg mau kabur dari indonesia,<br>SILAHKAN MINGGAT.<br>sudah hidup sebagai WNI tak ada kontribusi utk INDONESIA, bisanya cuma mengeluh dan menjadi penghasut saja!!!!!😠",0
2025-02-19T08:00:25Z,@MuhammadAl-Baqir-mz2ye,Klo saya banggajadi org indonesia. Yglain boleh minggir dan jgn kembali,0
2025-02-19T08:00:03Z,@hadistfarman2175,"Sejauh mana kaki melangkah&#39; rumah dan negara sendiri tempat ternyaman, yang tak kau temukan dimana dinegara mana pun.",1
2025-02-19T07:58:05Z,@serlimtn5116,"Saya tdk mau mati sbg org indonesia ? G pa&quot; say itu pilihan anda, tapi alangkah bijaknya kalo perantau yg katanya gajinya di luar nalar itu, bisa berkata saya tetap kangen dan rindu bahkan ingin membuka lapang kerja buat kemajuan indonesia kan enak dengernya anak muda,  walaupun  cuma basa basi aja .<br>Ya Allaah mohon limpahkan rahmat kasihMU untuk rakyat indonesia  dan negara indonesia aamiin🤲<br>Tetap cinta tanah air indonesia walaupun profesi biasa aja dengan gaji umr, walaupun bahan mahal dan pemerintahan krup berharap suatu saat dlm waktu dekat indonesia  rakyat indonesia makmur dan sejahtera aamiin🤲",0
2025-02-19T07:57:54Z,@WandiWandi-w1s,Nggak usah balik,0
2025-02-19T07:53:27Z,@iqbalsaharjo7121,Bugus ya   di  saat  negara  butuh orang berpendidikan malah mau kabur ga salah tuh bukannya berkontribusi  malah lari sebagai warga negara tak ada btanggung jawabnya malah mau menggantungkan kehidupan  di negri orang hadeeeh ada2  saja.,0
2025-02-19T07:52:41Z,@FaridaHanum-vr8uu,Baik buruk indonesia gw tetep orang indonesia bagi yg gak suka dg indonesia silahkan pergi jauh2 dari indonesia tidak usah kembali lagi,0
2025-02-19T07:49:30Z,@jangkriasbunlagi8100,"<b>Ini yg mau  pd Kabur Pasti orang2 yg tertekan Sejak Presiden diganti Oleh Pak Prabowo, Udh Pergi aja Kalian..Gk Usah buruk burukin..Toh Sebelum Presiden Pak Prabowo, Hal2 yg dihadapi rakyat indonesia Sudah Ada bahkan Lebih Parah  SEBELUM Pak Prabowo Tapi Kalian tutup mata tutup kuping dan tutup mulut BAHKAN Kalian Merasa Nyaman dgn Yg kalian Keluhkan Sekarang.</b><br><b>Toh diluar Negeripun Kalianpun Tetap Orang Asing dan Bila Negara Itu Krisis Kalian Orang Asing Justru dianggap Penyebab dari penyebabnya.</b>",0
2025-02-19T07:48:13Z,@dedennurdin,Kmha maneh rek cicing di mana wae ..asal jng menghina bangsa kami ..saya nyaman lahir di sini ..mo pindah mo GK urusan lu ..ngapain di ributin ..dah pindah az sekalian warga negaranya bos😂😂😂..gitu az ribet,0
2025-02-19T07:46:32Z,@AgusSuyatna-f6x,Tagar kabur aja dulu<br>sengaja dibuat mafia mafia <br>bisa dengan mudah menguasai lahan tempat tinggal ketika rumah kosong karena penghuni keluar tidak menempati rumahnya.,0
2025-02-19T07:44:42Z,@parikesitwongso1424,Nggak usah balik kamu sudah bukan orang Indonesia,0
2025-02-19T07:44:19Z,@pakpoohnawaitesgatot,"kalau mau kabur, kabur saja. Indonesia gak butuh dan gak rugi kehilangan warganya yang tidak punya jiwa nasionalis. tinggal mengisi kemerdekaan membangun bangsa ini agar lebih bail, Tampa bertaruh nyawa saja kabur. kabur saja sana. NKRI gak butuh warga Negara yang punya mental tempe Dan wedi keluwen",0
2025-02-19T07:40:57Z,@drs.sayutihr5445,Bagus lah tidak kembali lagi ke indonesia...3 tahun kedepan indonesia negara maju.... kau tak usah pulang,0
2025-02-19T07:40:46Z,@KalimantoniToni,"Kecewalah junjungan kalah uang hibah tdk dapat lg,,,",0
2025-02-19T07:40:28Z,@RedmiNote-es4qo,Ganti rezim ganti sistem!!!!,0
2025-02-19T07:38:52Z,@alasmansaragih4337,Sptnya monet ini yg kritik makan bergizi...<br>Pengungsi...semua harus kita PULANGKAN. KRN SEMUA SAMPAH....,0
2025-02-19T07:38:51Z,@sutatahalim7840,Ya hidup itu pilihan... sah2 aja sih... monggo bebas pilih.. Rahayu3 sagung dumadi,0
2025-02-19T07:38:30Z,@ibrahimmaliki7781,Indonesia surga dunia.. ❤,0
2025-02-19T07:37:11Z,@maladi9211,Pemalas lah kalau tdk mau tinggal di Indonesia,0
2025-02-19T07:34:21Z,@Sumirat73,"😂..ga urus dengan manusia²...pengkhianat bumi pertiwi...yg tak bersyukur seperti kalian!!...,jika berubah fikiranpun smoga mayatnya pun ga di terima bumi ini..😊...",0
2025-02-19T07:34:15Z,@sutiknoplapar3712,Alhamdulillah akhirnya sampah masyarakat berkurang di Indonesia..,0
2025-02-19T07:34:06Z,@ahmadsyarifudin2893,NYIMAK AJA DULU ☕🤣,0
